"ANSWER","CATEGORY","CORRECTS","DIFFICULTY","ID","NEGS","RATING","SCORE","SIZE"
"edward hopper","21","0","3","2166","0","555.0","300.0","9"
"gian lorenzo bernini","21","0","3","2167","0","555.0","300.0","9"
"richard wagner","21","0","3","2168","0","555.0","300.0","9"
"george frideric handel","21","0","3","2169","0","555.0","300.0","9"
"robert schumann","21","0","3","2170","0","560.0","270.0","8"
"guernica","21","0","3","2171","0","560.0","270.0","8"
"frank lloyd wright","21","0","3","2172","0","560.0","270.0","8"
"edvard munch","21","0","3","2173","0","560.0","270.0","8"
"salvador dali","21","0","3","2174","0","560.0","270.0","8"
"trumpet","21","0","3","2175","0","560.0","270.0","8"
"nikolai rimsky-korsakov","21","0","3","2176","0","560.0","270.0","8"
"titian","21","0","3","2177","0","560.0","270.0","8"
"swan lake","21","0","3","2178","0","560.0","270.0","8"
"donatello","21","0","3","2179","0","560.0","270.0","8"
"eero saarinen","21","0","3","2180","0","560.0","270.0","8"
"franz schubert","21","0","3","2181","0","560.0","270.0","8"
"franz joseph haydn","21","0","3","2182","0","560.0","270.0","8"
"raphael","21","0","3","2183","0","565.0","240.0","7"
"russia","21","0","3","2184","0","565.0","240.0","7"
"franz peter schubert","21","0","3","2185","0","565.0","240.0","7"
"i and the village","21","0","3","2186","0","565.0","240.0","7"
"the four seasons","21","0","3","2187","0","565.0","240.0","7"
"thomas eakins","21","0","3","2188","0","565.0","240.0","7"
"aida","21","0","3","2189","0","565.0","240.0","7"
"achille-claude debussy","21","0","3","2190","0","565.0","240.0","7"
"arnold schoenberg","21","0","3","2191","0","565.0","240.0","7"
"leonardo da vinci","21","0","3","2192","0","565.0","240.0","7"
"giuseppe fortunino francesco verdi","21","0","3","2193","0","565.0","240.0","7"
"don giovanni","21","0","3","2194","0","570.0","210.0","6"
"maurice ravel","21","0","3","2195","0","570.0","210.0","6"
"spain","21","0","3","2196","0","570.0","210.0","6"
"the hay wain","21","0","3","2197","0","570.0","210.0","6"
"marcel duchamp","21","0","3","2198","0","570.0","210.0","6"
"the rite of spring","21","0","3","2199","0","570.0","210.0","6"
"the carnival of the animals","21","0","3","2200","0","570.0","210.0","6"
"messiah","21","0","3","2201","0","570.0","210.0","6"
"samuel barber","21","0","3","2202","0","570.0","210.0","6"
"joseph-maurice ravel","21","0","3","2203","0","570.0","210.0","6"
"auguste rodin","21","0","3","2204","0","570.0","210.0","6"
"rembrandt harmenszoon van rijn","21","0","3","2205","0","570.0","210.0","6"
"nighthawks","21","0","3","2206","0","570.0","210.0","6"
"sergei prokofiev","21","0","3","2207","0","570.0","210.0","6"
"rococo","21","0","3","2208","0","570.0","210.0","6"
"eugene delacroix","21","0","3","2209","0","570.0","210.0","6"
"george gershwin","21","0","3","2210","0","570.0","210.0","6"
"john singleton copley","21","0","3","2211","0","570.0","210.0","6"
"requiem mass","21","0","3","2212","0","570.0","210.0","6"
"richard strauss","21","0","3","2213","0","570.0","210.0","6"
"rigoletto","21","0","3","2214","0","570.0","210.0","6"
"norman rockwell","21","0","3","2215","0","570.0","210.0","6"
"antonin dvorak","21","0","3","2216","0","575.0","180.0","5"
"john coltrane","21","0","3","2217","0","575.0","180.0","5"
"edvard grieg","21","0","3","2218","0","575.0","180.0","5"
"claude debussy","21","0","3","2219","0","575.0","180.0","5"
"japan","21","0","3","2220","0","575.0","180.0","5"
"edward elgar","21","0","3","2221","0","575.0","180.0","5"
"vincent van gogh","21","0","3","2222","0","575.0","180.0","5"
"gioachino antonio rossini","21","0","3","2223","0","575.0","180.0","5"
"marc chagall","21","0","3","2224","0","575.0","180.0","5"
"charles ives","21","0","3","2225","0","575.0","180.0","5"
"akira kurosawa","21","0","3","2226","0","575.0","180.0","5"
"rene francois ghislain magritte","21","0","3","2227","0","575.0","180.0","5"
"the garden of earthly delights","21","0","3","2228","0","575.0","180.0","5"
"peter paul rubens","21","0","3","2229","0","575.0","180.0","5"
"jean sibelius","21","0","3","2230","0","575.0","180.0","5"
"las meninas","21","0","3","2231","0","575.0","180.0","5"
"the persistence of memory","21","0","3","2232","0","575.0","180.0","5"
"symphonie fantastique","21","0","3","2233","0","575.0","180.0","5"
"joseph mallord william turner","21","0","3","2234","0","575.0","180.0","5"
"franz liszt","21","0","3","2235","0","575.0","180.0","5"
"antonio vivaldi","21","0","3","2236","0","575.0","180.0","5"
"ansel adams","21","0","3","2237","0","575.0","180.0","5"
"francisco jose de goya y lucientes","21","0","3","2238","0","575.0","180.0","5"
"claude monet","21","0","3","2239","0","575.0","180.0","5"
"the raft of the medusa","21","0","3","2240","0","575.0","180.0","5"
"pictures at an exhibition","21","0","3","2241","0","575.0","180.0","5"
"giacomo puccini","21","0","3","2242","0","575.0","180.0","5"
"el greco","21","0","3","2243","0","575.0","180.0","5"
"edouard manet","21","0","3","2244","0","575.0","180.0","5"
"le corbusier","21","0","3","2245","0","575.0","180.0","5"
"the barber of seville","21","0","3","2246","0","575.0","180.0","5"
"the school of athens","21","0","3","2247","0","575.0","180.0","5"
"jan van eyck","21","0","3","2248","0","575.0","180.0","5"
"johannes vermeer","21","0","3","2249","0","575.0","180.0","5"
"kingdom of spain","21","0","3","2250","0","575.0","180.0","5"
"edgar degas","21","0","3","2251","0","575.0","180.0","5"
"la traviata","21","0","3","2252","0","575.0","180.0","5"
"string quartet","21","0","3","2253","0","575.0","180.0","5"
"violin","21","0","3","2254","0","575.0","180.0","5"
"hudson river school","21","0","3","2255","0","575.0","180.0","5"
"louis armstrong","21","0","3","2256","0","575.0","180.0","5"
"jackson pollock","21","0","3","2257","0","580.0","150.0","4"
"jesus christ","21","0","3","2258","0","580.0","150.0","4"
"hans holbein the younger","21","0","3","2259","0","580.0","150.0","4"
"la boheme","21","0","3","2260","0","580.0","150.0","4"
"edvard hagerup grieg","21","0","3","2261","0","580.0","150.0","4"
"turandot","21","0","3","2262","0","580.0","150.0","4"
"frank gehry","21","0","3","2263","0","580.0","150.0","4"
"skulls","21","0","3","2264","0","580.0","150.0","4"
"carmina burana","21","0","3","2265","0","580.0","150.0","4"
"caravaggio","21","0","3","2266","0","580.0","150.0","4"
"james abbott mcneill whistler","21","0","3","2267","0","580.0","150.0","4"
"london","21","0","3","2268","0","580.0","150.0","4"
"the night watch","21","0","3","2269","0","580.0","150.0","4"
"rhapsody in blue","21","0","3","2270","0","580.0","150.0","4"
"cubism","21","0","3","2271","0","580.0","150.0","4"
"leonard bernstein","21","0","3","2272","0","580.0","150.0","4"
"ralph vaughan williams","21","0","3","2273","0","580.0","150.0","4"
"antonio lucio vivaldi","21","0","3","2274","0","580.0","150.0","4"
"piano sonatas","21","0","3","2275","0","580.0","150.0","4"
"mannerism","21","0","3","2276","0","580.0","150.0","4"
"dmitri dmitriyevich shostakovich","21","0","3","2277","0","580.0","150.0","4"
"violoncello","21","0","3","2278","0","580.0","150.0","4"
"georges bizet","21","0","3","2279","0","580.0","150.0","4"
"wilhelm richard wagner","21","0","3","2280","0","580.0","150.0","4"
"jan vermeer","21","0","3","2281","0","580.0","150.0","4"
"grant devolson wood","21","0","3","2282","0","580.0","150.0","4"
"the planets","21","0","3","2283","0","580.0","150.0","4"
"pre-raphaelite brotherhood","21","0","3","2284","0","580.0","150.0","4"
"bela viktor janos bartok","21","0","3","2285","0","580.0","150.0","4"
"pablo picasso","21","0","3","2286","0","580.0","150.0","4"
"giuseppe verdi","21","0","3","2287","0","580.0","150.0","4"
"pieter bruegel the elder","21","0","3","2288","0","580.0","150.0","4"
"ieoh ming pei","21","0","3","2289","0","580.0","150.0","4"
"john cage","21","0","3","2290","0","580.0","150.0","4"
"grant wood","21","0","3","2291","0","585.0","120.0","3"
"sistine chapel","21","0","3","2292","0","585.0","120.0","3"
"scott joplin","21","0","3","2293","0","585.0","120.0","3"
"diego velazquez","21","0","3","2294","0","585.0","120.0","3"
"henri matisse","21","0","3","2295","0","585.0","120.0","3"
"george washington","21","0","3","2296","0","585.0","120.0","3"
"madame butterfly","21","0","3","2297","0","585.0","120.0","3"
"frank owen gehry","21","0","3","2298","0","585.0","120.0","3"
"the ambassadors","21","0","3","2299","0","585.0","120.0","3"
"dogs","21","0","3","2300","0","585.0","120.0","3"
"faust","21","0","3","2301","0","585.0","120.0","3"
"pierre-auguste renoir","21","0","3","2302","0","585.0","120.0","3"
"liberty leading the people","21","0","3","2303","0","585.0","120.0","3"
"thomas cole","21","0","3","2304","0","585.0","120.0","3"
"alfred stieglitz","21","0","3","2305","0","585.0","120.0","3"
"milton friedman","22","0","3","2306","0","535.0","420.0","13"
"jean piaget","22","0","3","2307","0","540.0","390.0","12"
"john maynard keynes","22","0","3","2308","0","540.0","390.0","12"
"stanley milgram","22","0","3","2309","0","545.0","360.0","11"
"margaret mead","22","0","3","2310","0","545.0","360.0","11"
"emile durkheim","22","0","3","2311","0","545.0","360.0","11"
"sigmund freud","22","0","3","2312","0","560.0","270.0","8"
"demand","22","0","3","2313","0","565.0","240.0","7"
"noam chomsky","22","0","3","2314","0","565.0","240.0","7"
"unemployment","22","0","3","2315","0","565.0","240.0","7"
"max weber","22","0","3","2316","0","565.0","240.0","7"
"thorstein veblen","22","0","3","2317","0","565.0","240.0","7"
"john broadus watson","22","0","3","2318","0","570.0","210.0","6"
"inflation","22","0","3","2319","0","570.0","210.0","6"
"avram noam chomsky","22","0","3","2320","0","570.0","210.0","6"
"carl jung","22","0","3","2321","0","570.0","210.0","6"
"bystander effect","22","0","3","2322","0","570.0","210.0","6"
"carl gustav jung","22","0","3","2323","0","575.0","180.0","5"
"alfred adler","22","0","3","2324","0","575.0","180.0","5"
"gross domestic product","22","0","3","2325","0","575.0","180.0","5"
"thomas malthus","22","0","3","2326","0","575.0","180.0","5"
"ruth benedict","22","0","3","2327","0","575.0","180.0","5"
"adam smith","22","0","3","2328","0","575.0","180.0","5"
"david ricardo","22","0","3","2329","0","575.0","180.0","5"
"an inquiry into the nature and causes of the wealth of nations","22","0","3","2330","0","575.0","180.0","5"
"abraham harold maslow","22","0","3","2331","0","575.0","180.0","5"
"coming of age in samoa","22","0","3","2332","0","575.0","180.0","5"
"abraham maslow","22","0","3","2333","0","580.0","150.0","4"
"stanford prison experiment","22","0","3","2334","0","580.0","150.0","4"
"erik erikson","22","0","3","2335","0","580.0","150.0","4"
"john kenneth galbraith","22","0","3","2336","0","580.0","150.0","4"
"bronislaw malinowski","22","0","3","2337","0","580.0","150.0","4"
"david emile durkheim","22","0","3","2338","0","585.0","120.0","3"
"burrhus frederic skinner","22","0","3","2339","0","585.0","120.0","3"
"intelligence","22","0","3","2340","0","585.0","120.0","3"
"personality","22","0","3","2341","0","585.0","120.0","3"
"maslow's hierarchy of needs","22","0","3","2342","0","585.0","120.0","3"
"the art of war","22","0","3","2343","0","590.0","90.0","2"
"intelligence quotient","22","0","3","2344","0","590.0","90.0","2"
"linguistics","22","0","3","2345","0","590.0","90.0","2"
"the golden bough","22","0","3","2346","0","590.0","90.0","2"
"game theory","22","0","3","2347","0","590.0","90.0","2"
"immanuel kant","25","0","3","2348","0","500.0","630.0","20"
"david hume","25","0","3","2349","0","515.0","540.0","17"
"georg wilhelm friedrich hegel","25","0","3","2350","0","535.0","420.0","13"
"john locke","25","0","3","2351","0","545.0","360.0","11"
"rene descartes","25","0","3","2352","0","545.0","360.0","11"
"pragmatism","25","0","3","2353","0","550.0","330.0","10"
"the republic","25","0","3","2354","0","555.0","300.0","9"
"utilitarianism","25","0","3","2355","0","560.0","270.0","8"
"friedrich wilhelm nietzsche","25","0","3","2356","0","560.0","270.0","8"
"karl marx","25","0","3","2357","0","560.0","270.0","8"
"confucius","25","0","3","2358","0","565.0","240.0","7"
"plato","25","0","3","2359","0","565.0","240.0","7"
"leviathan","25","0","3","2360","0","570.0","210.0","6"
"john stuart mill","25","0","3","2361","0","570.0","210.0","6"
"michel foucault","25","0","3","2362","0","570.0","210.0","6"
"stoicism","25","0","3","2363","0","570.0","210.0","6"
"ethics","25","0","3","2364","0","575.0","180.0","5"
"francis bacon","25","0","3","2365","0","575.0","180.0","5"
"jean-jacques rousseau","25","0","3","2366","0","575.0","180.0","5"
"baruch spinoza","25","0","3","2367","0","575.0","180.0","5"
"friedrich nietzsche","25","0","3","2368","0","575.0","180.0","5"
"arthur schopenhauer","25","0","3","2369","0","575.0","180.0","5"
"soren kierkegaard","25","0","3","2370","0","575.0","180.0","5"
"aristotle","25","0","3","2371","0","580.0","150.0","4"
"soren aabye kierkegaard","25","0","3","2372","0","580.0","150.0","4"
"george berkeley","25","0","3","2373","0","580.0","150.0","4"
"thomas aquinas","25","0","3","2374","0","580.0","150.0","4"
"william james","25","0","3","2375","0","585.0","120.0","3"
"new jersey","26","0","3","2376","0","585.0","120.0","3"
"federal republic of germany","26","0","3","2377","0","585.0","120.0","3"
"brazil","26","0","3","2378","0","590.0","90.0","2"
"uber","26","0","3","2379","0","590.0","90.0","2"
"syria","26","0","3","2380","0","595.0","60.0","1"
"russia","26","0","3","2381","0","595.0","60.0","1"
"voting","26","0","3","2382","0","595.0","60.0","1"
"italy","26","0","3","2383","0","595.0","60.0","1"
"afghanistan","26","0","3","2384","0","595.0","60.0","1"
"illinois","26","0","3","2385","0","595.0","60.0","1"
"egypt","26","0","3","2386","0","595.0","60.0","1"
"japan","26","0","3","2387","0","595.0","60.0","1"
"apple, inc.","26","0","3","2388","0","595.0","60.0","1"
"massachusetts","26","0","3","2389","0","595.0","60.0","1"
"hugo rafael chavez frias","26","0","3","2390","0","595.0","60.0","1"
"new york","26","0","3","2391","0","595.0","60.0","1"
"john roberts","26","0","3","2392","0","595.0","60.0","1"
"paul","26","0","3","2393","0","595.0","60.0","1"
"abortion","26","0","3","2394","0","595.0","60.0","1"
"david","26","0","3","2395","0","595.0","60.0","1"
"texas","26","0","3","2396","0","595.0","60.0","1"
"islamic republic of pakistan","26","0","3","2397","0","595.0","60.0","1"
"arizona","26","0","3","2398","0","595.0","60.0","1"
"ohio","26","0","3","2399","0","595.0","60.0","1"
"new york city","26","0","3","2400","0","595.0","60.0","1"
"russian federation","26","0","3","2401","0","595.0","60.0","1"
"pope francis","26","0","3","2402","0","595.0","60.0","1"
"fifa","26","0","3","2403","0","595.0","60.0","1"
"loki","14","0","4","2404","0","765.0","320.0","7"
"isis","14","0","4","2405","0","765.0","320.0","7"
"thor","14","0","4","2406","0","770.0","280.0","6"
"quetzalcoatl","14","0","4","2407","0","770.0","280.0","6"
"shiva","14","0","4","2408","0","770.0","280.0","6"
"odin","14","0","4","2409","0","775.0","240.0","5"
"aeneas","14","0","4","2410","0","780.0","200.0","4"
"gilgamesh","14","0","4","2411","0","780.0","200.0","4"
"athens","14","0","4","2412","0","780.0","200.0","4"
"heracles","14","0","4","2413","0","780.0","200.0","4"
"dionysus","14","0","4","2414","0","780.0","200.0","4"
"giants","14","0","4","2415","0","780.0","200.0","4"
"heimdallr","14","0","4","2416","0","785.0","160.0","3"
"achilles","14","0","4","2417","0","785.0","160.0","3"
"hermes","14","0","4","2418","0","785.0","160.0","3"
"ra","14","0","4","2419","0","785.0","160.0","3"
"hephaestus","14","0","4","2420","0","785.0","160.0","3"
"amaterasu","14","0","4","2421","0","785.0","160.0","3"
"ishtar","14","0","4","2422","0","785.0","160.0","3"
"sun","14","0","4","2423","0","785.0","160.0","3"
"horses","14","0","4","2424","0","785.0","160.0","3"
"ganesha","14","0","4","2425","0","785.0","160.0","3"
"freyja","14","0","4","2426","0","785.0","160.0","3"
"finn maccool","14","0","4","2427","0","785.0","160.0","3"
"spiders","14","0","4","2428","0","785.0","160.0","3"
"medusa","14","0","4","2429","0","785.0","160.0","3"
"horus","14","0","4","2430","0","790.0","120.0","2"
"osiris","14","0","4","2431","0","790.0","120.0","2"
"ares","14","0","4","2432","0","790.0","120.0","2"
"atalanta","14","0","4","2433","0","790.0","120.0","2"
"cu chulainn","14","0","4","2434","0","790.0","120.0","2"
"bridges","14","0","4","2435","0","790.0","120.0","2"
"janus","14","0","4","2436","0","790.0","120.0","2"
"daedalus","14","0","4","2437","0","790.0","120.0","2"
"vishnu","14","0","4","2438","0","790.0","120.0","2"
"perseus","14","0","4","2439","0","790.0","120.0","2"
"poseidon","14","0","4","2440","0","790.0","120.0","2"
"krishna","14","0","4","2441","0","790.0","120.0","2"
"thebes","14","0","4","2442","0","790.0","120.0","2"
"birds","14","0","4","2443","0","790.0","120.0","2"
"set","14","0","4","2444","0","790.0","120.0","2"
"seth","14","0","4","2445","0","790.0","120.0","2"
"merlin","14","0","4","2446","0","790.0","120.0","2"
"mars","14","0","4","2447","0","790.0","120.0","2"
"snakes","14","0","4","2448","0","790.0","120.0","2"
"underworlds","14","0","4","2449","0","790.0","120.0","2"
"boats","14","0","4","2450","0","790.0","120.0","2"
"creation of the world","14","0","4","2451","0","790.0","120.0","2"
"trees","14","0","4","2452","0","795.0","80.0","1"
"orion","14","0","4","2453","0","795.0","80.0","1"
"john donne","15","0","4","2454","0","760.0","360.0","8"
"the cherry orchard","15","0","4","2455","0","760.0","360.0","8"
"wole soyinka","15","0","4","2456","0","765.0","320.0","7"
"sylvia plath","15","0","4","2457","0","765.0","320.0","7"
"china","15","0","4","2458","0","765.0","320.0","7"
"one hundred years of solitude","15","0","4","2459","0","765.0","320.0","7"
"cry, the beloved country","15","0","4","2460","0","765.0","320.0","7"
"yasunari kawabata","15","0","4","2461","0","765.0","320.0","7"
"pablo neruda","15","0","4","2462","0","765.0","320.0","7"
"harold pinter","15","0","4","2463","0","770.0","280.0","6"
"the tale of genji","15","0","4","2464","0","770.0","280.0","6"
"jane eyre","15","0","4","2465","0","770.0","280.0","6"
"death of a salesman","15","0","4","2466","0","770.0","280.0","6"
"catch-22","15","0","4","2467","0","775.0","240.0","5"
"lord of the flies","15","0","4","2468","0","775.0","240.0","5"
"anna karenina","15","0","4","2469","0","775.0","240.0","5"
"the decameron","15","0","4","2470","0","775.0","240.0","5"
"thomas hardy","15","0","4","2471","0","775.0","240.0","5"
"madame bovary","15","0","4","2472","0","775.0","240.0","5"
"franz kafka","15","0","4","2473","0","775.0","240.0","5"
"stephen crane","15","0","4","2474","0","775.0","240.0","5"
"japan","15","0","4","2475","0","775.0","240.0","5"
"invisible man","15","0","4","2476","0","775.0","240.0","5"
"aristophanes","15","0","4","2477","0","775.0","240.0","5"
"luigi pirandello","15","0","4","2478","0","775.0","240.0","5"
"virginia woolf","15","0","4","2479","0","775.0","240.0","5"
"journey to the west","15","0","4","2480","0","775.0","240.0","5"
"umberto eco","15","0","4","2481","0","775.0","240.0","5"
"eugene ionesco","15","0","4","2482","0","775.0","240.0","5"
"milan kundera","15","0","4","2483","0","775.0","240.0","5"
"heart of darkness","15","0","4","2484","0","775.0","240.0","5"
"isabel allende","15","0","4","2485","0","775.0","240.0","5"
"petrarch","15","0","4","2486","0","775.0","240.0","5"
"rabindranath tagore","15","0","4","2487","0","775.0","240.0","5"
"yukio mishima","15","0","4","2488","0","780.0","200.0","4"
"the great gatsby","15","0","4","2489","0","780.0","200.0","4"
"the stranger","15","0","4","2490","0","780.0","200.0","4"
"nathaniel hawthorne","15","0","4","2491","0","780.0","200.0","4"
"the glass menagerie","15","0","4","2492","0","780.0","200.0","4"
"william blake","15","0","4","2493","0","780.0","200.0","4"
"nikolai gogol","15","0","4","2494","0","780.0","200.0","4"
"george orwell","15","0","4","2495","0","780.0","200.0","4"
"pygmalion","15","0","4","2496","0","780.0","200.0","4"
"the awakening","15","0","4","2497","0","780.0","200.0","4"
"henrik ibsen","15","0","4","2498","0","780.0","200.0","4"
"pride and prejudice","15","0","4","2499","0","780.0","200.0","4"
"ernest hemingway","15","0","4","2500","0","780.0","200.0","4"
"hermann hesse","15","0","4","2501","0","780.0","200.0","4"
"australia","15","0","4","2502","0","780.0","200.0","4"
"oedipus","15","0","4","2503","0","780.0","200.0","4"
"john keats","15","0","4","2504","0","780.0","200.0","4"
"toni morrison","15","0","4","2505","0","780.0","200.0","4"
"naguib mahfouz","15","0","4","2506","0","780.0","200.0","4"
"paradise lost","15","0","4","2507","0","780.0","200.0","4"
"the crucible","15","0","4","2508","0","780.0","200.0","4"
"things fall apart","15","0","4","2509","0","780.0","200.0","4"
"persian","15","0","4","2510","0","780.0","200.0","4"
"a tale of two cities","15","0","4","2511","0","780.0","200.0","4"
"cormac mccarthy","15","0","4","2512","0","780.0","200.0","4"
"lysistrata","15","0","4","2513","0","780.0","200.0","4"
"carlos fuentes","15","0","4","2514","0","780.0","200.0","4"
"gustave flaubert","15","0","4","2515","0","780.0","200.0","4"
"aeschylus","15","0","4","2516","0","780.0","200.0","4"
"les fleurs du mal","15","0","4","2517","0","780.0","200.0","4"
"the merchant of venice","15","0","4","2518","0","780.0","200.0","4"
"siddhartha","15","0","4","2519","0","780.0","200.0","4"
"edgar allan poe","15","0","4","2520","0","785.0","160.0","3"
"emily elizabeth dickinson","15","0","4","2521","0","785.0","160.0","3"
"the grapes of wrath","15","0","4","2522","0","785.0","160.0","3"
"vidiadhar surajprasad naipaul","15","0","4","2523","0","785.0","160.0","3"
"portugal","15","0","4","2524","0","785.0","160.0","3"
"william cullen bryant","15","0","4","2525","0","785.0","160.0","3"
"spain","15","0","4","2526","0","785.0","160.0","3"
"walt whitman","15","0","4","2527","0","785.0","160.0","3"
"the canterbury tales","15","0","4","2528","0","785.0","160.0","3"
"the rape of the lock","15","0","4","2529","0","785.0","160.0","3"
"the satanic verses","15","0","4","2530","0","785.0","160.0","3"
"the scarlet letter","15","0","4","2531","0","785.0","160.0","3"
"august wilson","15","0","4","2532","0","785.0","160.0","3"
"emily dickinson","15","0","4","2533","0","785.0","160.0","3"
"mexico","15","0","4","2534","0","785.0","160.0","3"
"beowulf","15","0","4","2535","0","785.0","160.0","3"
"tennessee williams","15","0","4","2536","0","785.0","160.0","3"
"""the raven""","15","0","4","2537","0","785.0","160.0","3"
"johann wolfgang von goethe","15","0","4","2538","0","785.0","160.0","3"
"spanish","15","0","4","2539","0","785.0","160.0","3"
"chinua achebe","15","0","4","2540","0","785.0","160.0","3"
"daniel defoe","15","0","4","2541","0","785.0","160.0","3"
"italo calvino","15","0","4","2542","0","785.0","160.0","3"
"jorge luis borges","15","0","4","2543","0","785.0","160.0","3"
"waiting for godot","15","0","4","2544","0","785.0","160.0","3"
"nadine gordimer","15","0","4","2545","0","785.0","160.0","3"
"a raisin in the sun","15","0","4","2546","0","785.0","160.0","3"
"samuel beckett","15","0","4","2547","0","785.0","160.0","3"
"brave new world","15","0","4","2548","0","785.0","160.0","3"
"federico garcia lorca","15","0","4","2549","0","785.0","160.0","3"
"moby-dick;","15","0","4","2550","0","785.0","160.0","3"
"the prince","15","0","4","2551","0","785.0","160.0","3"
"king lear","15","0","4","2552","0","785.0","160.0","3"
"christopher marlowe","15","0","4","2553","0","785.0","160.0","3"
"france","15","0","4","2554","0","785.0","160.0","3"
"haruki murakami","15","0","4","2555","0","785.0","160.0","3"
"honor de balzac","15","0","4","2556","0","785.0","160.0","3"
"bertolt brecht","15","0","4","2557","0","785.0","160.0","3"
"w","15","0","4","2558","0","785.0","160.0","3"
"doctor zhivago","15","0","4","2559","0","785.0","160.0","3"
"the love song of j. alfred prufrock","15","0","4","2560","0","785.0","160.0","3"
"jack london","15","0","4","2561","0","785.0","160.0","3"
"six characters in search of an author","15","0","4","2562","0","785.0","160.0","3"
"oscar","15","0","4","2563","0","785.0","160.0","3"
"fyodor dostoevsky","15","0","4","2564","0","785.0","160.0","3"
"one flew over the cuckoo's nest","15","0","4","2565","0","785.0","160.0","3"
"vanity fair: a novel without a hero","15","0","4","2566","0","785.0","160.0","3"
"a clockwork orange","15","0","4","2567","0","785.0","160.0","3"
"jorge","15","0","4","2568","0","785.0","160.0","3"
"middlemarch: a study of provincial life","15","0","4","2569","0","785.0","160.0","3"
"howl","15","0","4","2570","0","785.0","160.0","3"
"albert camus","15","0","4","2571","0","790.0","120.0","2"
"argentina","15","0","4","2572","0","790.0","120.0","2"
"the tempest","15","0","4","2573","0","790.0","120.0","2"
"william makepeace thackeray","15","0","4","2574","0","790.0","120.0","2"
"rubaiyat of omar khayyam","15","0","4","2575","0","790.0","120.0","2"
"ernest miller hemingway","15","0","4","2576","0","790.0","120.0","2"
"william butler yeats","15","0","4","2577","0","790.0","120.0","2"
"antigone","15","0","4","2578","0","790.0","120.0","2"
"poland","15","0","4","2579","0","790.0","120.0","2"
"sinclair lewis","15","0","4","2580","0","790.0","120.0","2"
"as i lay dying","15","0","4","2581","0","790.0","120.0","2"
"horace","15","0","4","2582","0","790.0","120.0","2"
"william wordsworth","15","0","4","2583","0","790.0","120.0","2"
"commonwealth of australia","15","0","4","2584","0","790.0","120.0","2"
"wystan hugh auden","15","0","4","2585","0","790.0","120.0","2"
"zora neale hurston","15","0","4","2586","0","790.0","120.0","2"
"henry james","15","0","4","2587","0","790.0","120.0","2"
"no exit","15","0","4","2588","0","790.0","120.0","2"
"midnight's children","15","0","4","2589","0","790.0","120.0","2"
"egypt","15","0","4","2590","0","790.0","120.0","2"
"alfred, lord tennyson","15","0","4","2591","0","790.0","120.0","2"
"sophocles","15","0","4","2592","0","790.0","120.0","2"
"les miserables","15","0","4","2593","0","790.0","120.0","2"
"lolita","15","0","4","2594","0","790.0","120.0","2"
"republic of india","15","0","4","2595","0","790.0","120.0","2"
"animal farm","15","0","4","2596","0","790.0","120.0","2"
"the history of tom jones, a foundling","15","0","4","2597","0","790.0","120.0","2"
"""howl""","15","0","4","2598","0","790.0","120.0","2"
"beloved","15","0","4","2599","0","790.0","120.0","2"
"thomas pynchon","15","0","4","2600","0","790.0","120.0","2"
"joseph conrad","15","0","4","2601","0","790.0","120.0","2"
"jonathan swift","15","0","4","2602","0","790.0","120.0","2"
"the three musketeers","15","0","4","2603","0","790.0","120.0","2"
"oscar wilde","15","0","4","2604","0","790.0","120.0","2"
"alexander pope","15","0","4","2605","0","790.0","120.0","2"
"dracula","15","0","4","2606","0","790.0","120.0","2"
"thomas mann","15","0","4","2607","0","790.0","120.0","2"
"mark twain","15","0","4","2608","0","790.0","120.0","2"
"moliere","15","0","4","2609","0","790.0","120.0","2"
"sherlock holmes","15","0","4","2610","0","790.0","120.0","2"
"willa cather","15","0","4","2611","0","790.0","120.0","2"
"the bell jar","15","0","4","2612","0","790.0","120.0","2"
"wallace stevens","15","0","4","2613","0","790.0","120.0","2"
"the waste land","15","0","4","2614","0","790.0","120.0","2"
"our town","15","0","4","2615","0","790.0","120.0","2"
"the unbearable lightness of being","15","0","4","2616","0","790.0","120.0","2"
"molire","15","0","4","2617","0","790.0","120.0","2"
"the frogs","15","0","4","2618","0","790.0","120.0","2"
"james","15","0","4","2619","0","790.0","120.0","2"
"the count of monte cristo","15","0","4","2620","0","790.0","120.0","2"
"aldous huxley","15","0","4","2621","0","790.0","120.0","2"
"samuel taylor coleridge","15","0","4","2622","0","790.0","120.0","2"
"george bernard shaw","15","0","4","2623","0","790.0","120.0","2"
"octavio paz","15","0","4","2624","0","790.0","120.0","2"
"kate chopin","15","0","4","2625","0","790.0","120.0","2"
"flannery o'connor","15","0","4","2626","0","790.0","120.0","2"
"the importance of being earnest","15","0","4","2627","0","790.0","120.0","2"
"chicago","15","0","4","2628","0","790.0","120.0","2"
"war and peace","15","0","4","2629","0","790.0","120.0","2"
"mario vargas llosa","15","0","4","2630","0","790.0","120.0","2"
"tom sawyer","15","0","4","2631","0","790.0","120.0","2"
"robinson crusoe","15","0","4","2632","0","790.0","120.0","2"
"ghosts","15","0","4","2633","0","790.0","120.0","2"
"all quiet on the western front","15","0","4","2634","0","790.0","120.0","2"
"dylan thomas","15","0","4","2635","0","790.0","120.0","2"
"william carlos williams","15","0","4","2636","0","790.0","120.0","2"
"india","15","0","4","2637","0","790.0","120.0","2"
