"CATEGORY","CLUE","COUNT","DIFFICULTY"
"14","when this figure was carrying aurvandil, he broke off a frozen toe and made it a star.","1","6"
"25","this philosopher argued that a large number of religious groups decreases civil unrest in a letter concerning toleration.","1","3"
"15","this man wrote about how ""i happen to be tired of being a man"" in his ""walking around,"" which features in his collection entitled residence on earth.","1","3"
"18","for 10 points, name this kentucky politician who brokered both the compromise of 1850 and the missouri compromise.","1","3"
"21","ftp, name this swiss-french architect who wrote towards a new architecture and designed notre-dame du haut and the villa savoye.","1","4"
"21","he wrote a setting of the mass for the dead using text from the lutheran bible.","1","3"
"18","the genoese admiral emmanuele pesagno was responsible for the buildup of this country's navy under king dinis.","1","7"
"20","the prehistoric ruins of altun ha and caracol are located in this country, which is the namesake of the world's second largest barrier reef.","1","8"
"19","to not pollute earth or fire, this religion lets carrion birds eat corpses on top of towers of silence.","1","7"
"22","that work stated that women in the central society enjoyed casual sex while deferring marriage and reported the findings of a study on the island of ta'u.","1","3"
"17","a type of this process used on components that vary from each other in a certain property by 25 degrees is called the ""fractional"" type, and a principle law that governs this process is raoult's law.","1","3"
"19","one instance of this activity is performed until the first star is seen in the evening sky, and is called the ""paramony,"" or ""preparation.""","1","5"
"14","drudwyn is one of these animals, a group of which are accompanied by a cackling old hag named night-mallt.","2","8"
"17","for 10 points, name this quantity for which the si unit is a kilogram.","1","6"
"20","the thylacine was native to an island in this country originally named van diemen's land and whose apex predator was its namesake ""devil.""","1","7"
"15","while hunting rabbits with a shotgun, the protagonist of this novel is forced to shoot giletti when he emerges from a carriage and charges him with a dagger.","1","7"
"25","for 10 points, name this scottish empiricistphilosopher who wrote a treatise of human nature and an enquiry concerning human understanding.","1","7"
"21","he composed two sets of twenty-four preludes and fugues in each key, the well-tempered clavier, and wrote a series of six concertos dedicated to a margrave.","1","3"
"25","this thinker discussed his concept of sittlichkeit , or ""ethical life,"" and criticized a work by karl ludwig von hallerby in his elements of the philosophy of right.","1","3"
"14","actaeon was killed by his dogs after this figure turned him into a stag for watching her bathe.","1","6"
"19","hymns of this religion include the gathas and the yashts, which can be found in the yasna.","1","6"
"18","this leader gave an impromptu funeral oration which begins with the words, ""friends and comrades, the  light has gone out of our lives, and there is darkness everywhere.""","1","7"
"15","for 10 points name this author of ""the birthmark"" also known for novels like the house of the seven gables and the scarlet letter.","1","3"
"17","this element's citrate or tartrate is used to test for reducing sugars and aldehydes in benedict's and fehling's test, respectively.","1","7"
"15","before returning to her sick parisian lover in this play, madame ranevskaya sells her home to her former serf, lopakhin.","1","4"
"19","it was the first holiday observed after resuming sacrifices in jerusalem after the babylonian captivity.","1","7"
"22","this psychologist wrote of aboriginal incest in totem and taboo, and described the ""oceanic feeling"" that inspires religion in civilization and its discontents.","1","2"
"25","for 10 points, name this scottish skeptic philosopher of an enquiry concerning human understanding.","1","4"
"20","for 10 points, that island in this country was first named for anthony van diemen and is now called tasmania.","1","7"
"18","this country announced the ""buy british last"" embargo a ter conducting a ""dawn raid"" on the london stock exchange to take over guthrie, a company that owned 200,000 acres of plantations in this country.","1","8"
"21","hans von blow called this composers first symphony beethovens 10th.","1","6"
"17","for 10 points, identify this quantity, a velocity that when exceeded can give rise to a sonic boom.","1","9"
"14","this mythological figure received a drink from agnar while being forced to sit between two fires for eight days, and he worked an entire summer for baugi in order to gain access to a magical substance that was guarded by gunnlod.","1","6"
"21","a man working on a big barrel as well as a giant wave can be seen in a series that depicts this country's tallest mountain.","1","7"
"20","the ""correction"" of this river to make it straighter was achieved by an engineer named tulla.efforts to clean this river began in earnest after a chemical spill in 1986 caused by the sandoz fire.the stork plan has focused on reforesting land around this river's main distributary, the waal.","1","5"
"26","for 10 points, name this nation which in 2011 had riots in tahrir square in cairo.","1","1"
"21","one player of this instrument's style was described as ""sheets of sound.""","1","2"
"22","for ten points, anthropologist, who wrote elementary structure of kinship and mythologiques.","1","7"
"14","this son of jord lost in combat to old age personified as elli.","1","3"
"18","one of this countrys colonies declared independence after its monarch gave the fico speech.","1","3"
"15","the titular condition notes that you'd have to be  crazy to fly bombing missions, so yossarian can't claim to be insane and must keep flying.","1","2"
"21","he included a kiss between roper and cowgirl during a hoe-down in one of his ballets and featured the shaker hymn simple gifts in another ballet that was choreographed by martha graham.","1","3"
"14","dripping snake venom is used to punish this male mother of sleipnir, who will break free to lead the giants atragnark.","1","2"
"15","for 10 points, name this nation, home to poets like du fu and li bai.","1","4"
"15","she convinces her husband charles to perform surgery on the clubfooted hippolyte, and becomes in debt to lheureux as a result of her affair with leon.","1","6"
"25","one work of this thinker describes the objective and subjective types of the title concept, as well as synthesizing plato and aristotle in the portion doctrine of essence.","1","3"
"18","the third reform act was passed during his tenure as prime minister.","1","9"
"21","a fifth movement to this composer's serenade no.","1","2"
"14","this god cut off one of brahmas heads, and five is a sacred number to him because of his five mantras.","1","3"
"25","he opened another work by noting that unlike inanimate things, living things maintain themselves through renewal, and can adapt to further their own existence.","1","7"
"15","that character grows up to marry this novel's title character, the daughter of rouault.","1","6"
"25","he stresses the development of critical thinking skills in some thoughts concerning education.","1","4"
"22","he popularized the quantity theory of money with his 1956 restatement of it, and he argued against the bretton woods system and occupational licensing in capitalism and freedom.","1","3"
"25","his moral philosophy centers on the ""categorical imperative.""","1","4"
"15","one of his best known works climaxes with the deaths of olunde and his father, elesin, while another details the struggle for the love of sidi, between baroka and lakunle.","1","9"
"18","this ruler agreed to set the eider river as the southern boundary of denmark in an agreement signed by king hemming known as the treaty of heiligen.","1","3"
"16","other running gags on his show include cursing barry manilow for stealing his emmy and exaggerating the fearsomeness of ""bears"" on the  ""threat-down.""","1","3"
"18","this country ended the practice of slavery being an inherited condition with the passage of the law of the free womb.","2","4"
"14","for 10 points, name this sister of apollo and greek goddess of the hunt.","1","7"
"14","for 10 points, name this son of odin, the norse god of thunder.","1","3"
"19","one festival of this religion lasts 8-10 days and involves a daily meditation called pratikramana.","1","6"
"19","in this religion's cosmology, the heaven and earth combined are represented bythe gourd, whereas the human body contains three regions known as ""cinnabar fields,"" including one in thelower abdomen that is depleted of energy any time someone masturbates.","1","7"
"25","this man argued that governments can be classified by ""form of sovereignty"" and ""form of government"" in his essay ""perpetual peace.""","1","3"
"15","one of this author's poems says, ""our hands were firmly cemented / by a fast balm"", while another asks, ""alas!","1","4"
"25","this thinker underwent a metaphysical turn and collected his metaphysics in a work allegedly spanning six days of meditation.","1","3"
"17","the differential of internal energy equals p dv plus mu dn plus temperature times the differential of this quantity.","1","7"
"21","this artist's name was used in sculpture designed in response to criticisms by william tucker andanthony caro: that bruce nauman sculpture suggests hands tied behind a back and is named thisartist bound to fail.","1","8"
"17","this process is used in the production of carbon tetrachloride to remove the sulfur monochloride byproduct, and neon, krypton, and xenon were discovered by it.","1","3"
"14","for 10 points, name this jealous wife of zeus.","1","5"
"25","this thinker pointed to a ""third dogma of empiricism,"" which distinguishes sensory components, in his ""on the very idea of a conceptual scheme.""","1","8"
"26","many articles about this present-day country's politics note a steady shift toward so-called ""collective leadership"" from its first generation through its current fifth generation.","1","5"
"19","its monks use a broom to avoid killing insects.","1","4"
"25","for 10 points, name this skeptical philosopher who started his investigations by declaring ""je pense, donc je suis"" or ""i think, therefore i am.""","1","3"
"19","for 10 points, name this indian religion founded by mahavira.","2","3"
"15","in a different novel by this author of exile and the kingdom and the fall, bernard rieux  struggles to keep the title disease contained in oran.","1","2"
"20","historically, the sulu sultanate controlled large portions of this islands zamboanga peninsula.","1","8"
"20","the chief god of the chagga people resides in this location.","1","3"
"18","for 10 points, name this state whose ""rose revolution"" elevated mikhail saakasvilli to power over eduard shevardnadze, and which was reconquered for the ussr by native son joseph stalin.","1","8"
"17","for 10 points, name this analytical technique used to separate mixtures, often into differently-colored layers.","1","4"
"15","another important scene occurs between the acts of a play depicted in this novel, when a major character is introduced.","1","7"
"15","in a poem by this author, the speaker ""[p]asses by the watchman on his beat"" and sees ""one luminary clock against the sky"" while taking a walk at the title time.","1","6"
"22","that work by thisauthor notes the power of division of labor and explained how  markets regulate themselves withthe ""invisible hand"" metaphor.","1","2"
"18","for 10 points, name this german monk whose ninety five theses helped to kick off the protestant reformation.","1","2"
"14","he was denied by billing's daughter, but tricked gunnlod [goon-loth] into giving him the meade of poetry.","1","2"
"18","notable for its large population of quiche mayans, for ten points name this central american country just south of mexico.","1","9"
"18","this country that granted independence to angola and mozambique fought over its colony of goa with india under antnio de salazar.","1","7"
"25","for 10 points, name this man who wrote two treatises of government in 1690, a british social contract theorist.","1","4"
"17","change in this quantity is distributed evenly in all directions, by  pascal's law.","1","4"
"17","this quantity goes to a minimum as temperature approaches absolute zero.","1","3"
"18","he lost at volturno and clashed with cialdini at aspromante.","1","6"
"20","for 10 points, the abu sayyaf insurgency operates on what southernmost major island of the philippines?","1","9"
"15","besides writing the plays the joker of seville and pantomine, he wrote about ""those finished hopes that i would see you again, my twin, 'my dolphin'"" in the prodigal, which alludes to his dead twin brother roderick.","1","7"
"20","beaches near this city include ipanema and copaccabana.","1","3"
"20","it is drained by the st.","1","3"
"19","for 10 points, name this dualistic persian religion that worships ahura-mazda, founded by zarathustra.","1","6"
"17","for a weak topology, the eberlein-schmulian theorem states that three different forms of this property are equivalent in a banach space.","1","9"
"26","with an american-born collaborator, a man born in this modern-day country developed backrub, the first product to use the pagerank algorithm.","1","9"
"21","late in his life, he wrote a trio in a minor, sonatas in f minor ande-flat major, and a quintet in b minor for clarinet.","1","6"
"21","this composer used a plagal half-cadence to end the exposition of one pieces first movement.","1","6"
"14","karl taube and mary miller describe this entity as ""the embodiment of change through conflict,"" and his alternate names included ""we his slaves"" and ""precious turkey.""","1","7"
"15","this author of the  late mattia pascal wrote of nolli's attempts to uphold the delusions of his uncle, an actor who falls off his horse and believes he is a holy roman emperor.","1","5"
"19","april 21 is a very important holiday because on that day in 1966, the man regarded as the messiah, haile selassie, visited this movement's central country.","1","3"
"21","he left unfinished a series of variations on paganini's ""campanella"" theme, and he wrote piano works about the characters of florestan and eusebius in his ""davidsbundler.""","1","5"
"14","his chariot is pulled by tanngnjost and tanngrisni, two goats, and he lives in bilskirnir.","1","6"
"25","because of a printing error, many readers originally believed a work by johann fichte [feek-tuh] was actually written by this person.","1","3"
"15","this novel's narrator reads a schedule in a copy of hopalong cassidy, and its protagonist does business with meyer wolfsheim.","1","2"
"18","during this empires reign, the largest earthwork building in the world, the great mosque of djenne, was constructed.","1","4"
"20","though it's arid, snow does fall here, due to this desert's situation on a plateau over 2500 meters high and its northerly latitude.","1","6"
"17","evangelista  torricelli invented a device for measuring this quantity, and the first part of his last name is the origin of a unit for measuring this.","1","4"
"20","for 10 points, name this river that rises in the swiss alps, flows throughwestern germany, and empties into the north sea in the netherlands.","1","5"
"21","a green street light occupies the center of his best known work, which also depicts numerous people walking along a cobblestone street and a woman holding the arm of a man with a moustache and top hat in the foreground.","1","9"
"14","this god was forced to pay two pieces of red gold for each hair on an otter pelt in retribution for killing the dwarf oter.","1","4"
"21","an album titled for this country contains the song the  pan piper.","1","8"
"21","in search of a character cursed in the aria der holle rache, the protagonist is discouraged from entering two temples identified with reason and nature, and earlier silver bells for protection are given to the birdcatcher papageno.","1","3"
"21","one chamber work by this composer was written for richard muhlfeld shortly after his retirement.","1","3"
"22","this anthropologist wrote an unpublished manuscript all about insectivores called ""hard and small,"" wherein he was especially wild about the aquatic shrew.","1","9"
"17","either ruthenium or this element comprises the most common catalyst for the  haber-bosch process, and it usually occurs in plus 2 and plus 3 oxidation states, which are known as ferrous and ferric.","1","5"
"20","the  zamboanga peninsula is the western end of this island inhabited by so-called ""moros,"" whose chief city is  davao.","1","9"
"17","excess interstitials generated by ion implantation lead to a ""transient enhanced"" form of this process during annealing.","1","7"
"14","this god's forms, which includes several with multiple heads and/or holding a pot of gems, are 32 in number listed in the  mudgala purana.","1","7"
"20","east of its  zamboanga peninsula lies lake lanao, and mount apo is its highest volcano.","1","9"
"26","every november 11th, this country celebrates ""singles' day"", which has become a major sales day for online retailers.","1","5"
"21","this composers corral nocturne theme was partially written by leonard bernstein and he used lines from the gettysburg address in  a lincoln portrait.","1","3"
"19","according to catholic doctrine, the most famous woman of this name was conceived free of original sin.","1","8"
"22","stagnation, doubt, and despair are some of the negative options he posited in his model.","1","5"
"19","in addition to practicing i-tal, adherents of this faith believe in ""everliving life"" and reject  babylon, or western culture, in favor of zion, or africa.","1","3"
"14","his most precious possessions are a pair of iron gloves, a belt of strength, and a hammer.","1","3"
"19","followers first attempt to eliminate delusion and then achieve perfect knowledge, vi- sions, and nature to become ahirants.","1","3"
"25","in the first part of another work, he attacks robert filmer's defense of a king's divine right.","1","3"
"16","in a film set in this country, two con men engage in a scheme to sell a set of rare stamps, the title nine queens.","1","8"
"15","this author of ""emma zunz"" and ""the secret miracle"" wrote of a sorcerer who creates a boy from his dreams before realizing that he too is  immune from fire as well as a story about a spy who communicates the name of a town in the newspapers by killing a person named albert.","1","7"
"20","this lake, known to french jesuits in the 17th century as lac tracy, is the traditional home of the ojibwe and chippewa tribes and contains  isle royale national park.","1","3"
"19","its sacred text is considered to be alive and was originally called the adi granth, and the ""five ks"" are to be followed by all believers include carrying a ceremonial dagger, or kirpan, and maintaining uncut hair.","1","3"
"15","this novel's protagonist refuses to wear clothes after snowden dies in his arms and signs letters as washington irving.","1","2"
"21","he used trumpets and five voices to conclude the symbolum nicenum section of another work.","1","3"
"20","for 10 points, name this south american country claiming sovereignty over the falkland islands, with capital buenos aires.","1","4"
"25","this thinker believed that, while other forms of art are too concerned with human forms, music is the direct articulation of the basis of life and should be atop a hierarchy of the arts.","1","7"
"18","harry orchard was threatened with hanging if he didn't testify against this man, who favoredorganizing across ethnicities and trades into one large organization.","1","9"
"18","in 1975, this country made divorce easier and legalized abortion with the veil law, a few yearsbefore its anti-immigration pasqua laws.","1","5"
"15","that poem's opening clause is followed by ""he kindly stopped for me.""","1","7"
"18","for 10 points, name this soldier who fought for the risorgimento with his red shirts, which eventually resulted in the unification of italy.","1","6"
"18","kara mustafa's attempts to take vienna were thwarted by another ruler of this nation, jan iii sobieski.","1","6"
"17","for 10 points, name this protein that makes up microfilaments andslides along myosin during muscle contraction.","1","5"
"25","he contrasted the ideal ""noumenon"" or ""thing in itself"" with the sensory world, or ""phenomenon.""","1","6"
"17","for 10 points, name this optical phenomenon whose ""total internal"" variety can be used totransmit data long distances.","1","9"
"25","that book, the archeology of knowledge, built heavily on a work discussing epistime that opens with an examination of  las meninas, the order of things.","1","5"
"15","he wrote a play in which chume follows the title priest, whose ""metamorphosis"" is the subject of a sequel.","1","4"
"17","this property is often calculated as the average  of electron affinity and the first ionization energy.","1","3"
"15","this novel's title character attempts to borrow money from rodolphe boulanger and claims to be taking piano lessons when she visits leon dupuis.","1","6"
"25","in addition to the essay what is  enlightenment?, this man wrote that he awoke from his dogmatic slumber after reading david hume.","1","4"
"25","this man wrote an essay flat-out rejecting any ""right to lie,"" even to a prospective murderer at one's doorstep.","1","6"
"25","this philosopher argued that man is distinguished from other animals by his ""perfectibility"" and discussed the ill effects of the progression from non-destructive to destructive modes of ""self-love"" in one work.","1","6"
"15","this author declared, i dont believe in ...","1","7"
"15","for 10 points, name this author of ""i felt a funeral, in my brain"" and ""because i could not stop for death,"" a reclusive poet from amherst.","1","7"
"14","this figure provided an underground palace built by hephaestus to oenopion, which prevented orion from finding oenopion.","1","9"
"15","arthur dimmesdale and pearl appear in a work written by, for 10 points, what american author of the ministers black veil and the scarlet letter?","1","3"
"21","a soaring violin solo depicts the upward motion of the title bird in a piece by this man based on george meredith's poem the lark ascending.","1","5"
"17","the constant given by the  harmonic series minus the natural logarithm at the limit is named for this man and mascheroni.","1","4"
"25","ftp, name this eighteenth century idealist who wrote critique of pure reason and developed the concept of the categorical imperative.","1","6"
"20","mostly composed of bare rock, for 10 points, name this huge desert which spans southern mongolia and northern china.","1","6"
"14","this god impregnated chione, a daughter of boreas, siring his son eumolpus.","1","9"
"17","this value for an atomic nucleus includes a term proportional to the binding energy which can be approximated by the semi-empirical formula for it.","1","6"
"26","this country claimed that it killed abu mohammad al-golani of the nusra front in its latakia province in october 2013.","1","3"
"14","after his death, ajax and odysseus fought over his armor.","2","2"
"25","another of his works advocates small communities that allow for the conscience of their inhabitants to develop into an incontrovertible ""general will.""","1","5"
"16","this type of food product includes brie and roquefort.","1","7"
"21","james were destroyed during world war ii.","1","9"
"16","for 10 points, name this setting of manhattan.","1","7"
"17","it approaches a minimum as the temperature nears absolute zero, while it is slated to increase over 
time by the second law of thermodynamics.","1","3"
"25","this man argued that chance has an objective status in the universe, a theory known as tychism.","1","7"
"21","it is featured in a notable concerto in e-flat by joseph haydn.","1","7"
"15","in this play, a clerk with squeaky boots is scolded after he breaks a billiard cue.","1","4"
"19","in the quran this figure's father is said to beimran, and this figure's namesake surah recounts the ministry of zachariah and the birth of  johnthe baptist.","1","8"
"15","for 10 points, name this japanese author of 1q84 and the wind-up bird chronicle.","2","5"
"21","after the death of her husband, alfred  stieglitz, this artist moved to new mexico, where she painted cows skull: red, white, and blue.","1","1"
"21","he is notanton webern, but he wrote an e major chamber symphony no.","1","7"
"25","he suggested that the city-state should be ruled by philosopher-kings in a work that also includes the ""allegory of the cave.""","1","1"
"15","albert is shot in the back by the double agent yu tsun.","1","6"
"26","this leader has a weekly talk show, al presidente , which went on hiatus injune 2011 when he traveled to cuba for cancer treatment.","1","1"
"15","this poet ended the title poem of one collection by describing the drive / into the red / eye, the cauldron of morning.","1","4"
"14","for 10 points, name this hindu god of destruction.","1","6"
"21","the mellow sound of the similarly-shaped cornet contrasts with the buzzing texture of this instrument used to play fanfares.","1","7"
"14","this figure wasbrought in to fix a cursed chair by dionysus, who intoxicated him and placed him on a donkey.","1","9"
"18","a ter a scots guards platoon massacred unarmed civilians in this country, the  rst ""winning hearts and minds"" strategy was introduced here by gerald templer.","1","8"
"14","as a result, this god, with a destroying third eye, placed an elephant head on ganesha.","1","3"
"14","he confronted the bandits sciron and procrustes on his way to athens, a city he would later rule, and offered himself up for sacrifice on a journey to crete.","1","3"
"19","for 10 points, name this tenth sikh guru.","1","8"
"15","yu tsun, has an ancestor who created a mysterious book that is actually a labyrinth of infinite futures.","1","6"
"17","this element and a more dense one ""rained out"" of molten material during the ""catastrophe"" named for it, a key step in planetary differentiation.","1","5"
"15","along with the late bourgeois world, this author wrote about a woman who meets her father's first wife madame bagnelli while staying on the french riviera where she romances the teacher bernard chabalier while trying to come to terms with the radical politics of her father lionel.","1","5"
"21","for 10 points, name this title character of a giacomo puccini opera, whose real name, cio-cio, [choh-choh], is japanese for a certain fluttering insect.","1","1"
"16","for 10 points, peter singer wrote a 1975 book about the liberation of what general sort of creature?","2","9"
"22","a low, nearly constant marginal cost and high fixed costs are conducive to the natural type of this system.","1","4"
"21","this man collaborated with the greek composer iannis xenakis to construct a dominican monastery at sainte marie de la tourette.","1","4"
"22","this man's works include indian currency and finance and treatise on money, which was criticized by friedrich hayek, while in another work, he introduced marginal efficiency of capital and the liquidity trap to criticize monetary policy.","1","2"
"15","an encyclopedia entry about a fictional land of asia minor leads the narrator to the discovery of a plan to create a different fictional world in this author's ""tlon, uqbar, orbis tertius,"" while in another story the universe comprises an infinite series of hexagonal rooms contained with books, ""the library of babel.""","1","6"
"26","the shadowy campaigner datuk yunos promised to give every voter 500dollars during an election in this country.","1","7"
"21","vincent persichetti's parables xiv and xxv were written for this instrument, which has a secondary solo role in shostakovich's first piano concerto.","1","7"
"21","after hearing chopin's compositions, and dedicated his solo piano work kreisleriana to chopin.","1","5"
"18","this man's campaigning for morgan lewis for governor of new york resulted in this man's death.","1","2"
"14","this goddess is sometimes depicted as a kite flying over her husband and she is also represented by a knot called the tyet.","1","4"
"14","that son was conceived when this god forced himself on the sleeping chione.","1","7"
"16","an architect from this country has built several temporary buildings out of cardboard tubes.","1","4"
"18","this man defeated the lombards in italy and, after losing at zaragoza, his rearguard was defeated at roncevaux pass.","1","2"
"15","that titular character had earlier introduced the narrator to meyer wolfsheim, who claims that he fixed the world series.","1","2"
"14","he fled from one feast in the shape of a salmon.","1","4"
"25","answer these questions about philosophers who questioned the existence of everything as we perceive it.","1","3"
"14","for 10 points, name this deity typically represented as a feathered serpent, the primary god in the aztec pantheon.","1","4"
"20","the faro strait separates this island from its closest neighbor to the north.","1","9"
"21","for 10 points, name this german baroque composer of the brandenburg concertos.","1","3"
"19","young men in thisreligion undergo a ceremony in which they are given two sacred items of clothing, the sudreh and thekushti.","1","6"
"22","for 10 points, name this psychologist best known for his namesake obedience experiment.","1","3"
"14","under the fifth sun, this rival of tezcatlipoca sailed east on a raft of serpents, which may have caused worshippers of this god to conflate him with hernan cortez.","1","4"
"22","to treat patients' phobia of serpents, this man had them watch an actor pretend to fear a snake, butsucceed in taking it out of a cage.","1","7"
"19","for 10 points, name this longest pauline epistle that is addressed to inhabitants of an empire's capital.","1","7"
"25","his other works include the reasonableness of christianity and the anonymously published two treatises on government.","1","6"
"19","the sacred song  ""japji sahib"" follows the mul  mantra in its sacred text, which was compiled by this religion's fifth leader, arjun dev ji.","1","3"
"17","the aryl diazonium salt formed in the sandmeyer reaction reacts with a halide of this element.","1","7"
"17","this protein binds p53 in a calcium-dependent fashion in order to help sequester p53 in the cytoplasm during dna repair.","1","5"
"25","for 10 points, name thisauthor of the birth of the clinic and the history of sexuality, a french thinker who discussed thepanopticon in discipline and punish.","1","5"
"17","this property of a black hole whose compton wavelength and schwarzschild radius are equal is named for planck.","1","6"
"15","for ten points, identify this author of a dance of the forest, the lion and the jewel, and death and king's horseman.","1","9"
"22","he distinguished between traditional, legal, and charismatic types of authority, and he outlined three bases for the existence of the state in ""politics as a vocation.""","1","7"
"22","besides sex and temperament in three societies, she wrote another work in which she tries to determine the source of disturbances that vex teenagers as being caused by the nature of adolescence or by civilization.","1","2"
"14","this god, who travels on a rat, refused to dodge a blow from his father's trident while this remover of obstacles was guarding his mother's bath.","1","7"
"20","this city's sambodrome is found on the marques de sapucai.","1","3"
"17","for 10 points, name this force, whose static and kinetic types arise from resistance to motion.","1","1"
"14","this deity created the first cobra out of spittle and dust which she used to poison  ra and force him to reveal his secret name.","1","4"
"26","for 10 points, identify this country that annexed crimea from ukraine, led by vladimir putin.","1","5"
"16","one former player for this team was the 1986 nfl mvp as well as the defensive player of the year, butthat player may be more famous for the hit that broke joe theismann's leg.","1","1"
"21","paul chambers is the namesake of this man's song ""mr.","1","6"
"14","in one story, this deity pacified kali by climbing under her during her victory dance, and in a more famous story severed the head of an elephant to supplant his son's.","1","3"
"21","his piano collections include pappilons, and this composer of carnaval wrote a symphony in e-flat depicting the cologne cathedral, as well as another in b-flat named for a season.","1","5"
"21","i must have been unconscious most of the time.""","1","7"
"20","one arm of this sea is the gulf of bothnia, and the large island of saaremaa  guards its gulf of riga .","1","1"
"17","given a well-quasi-ordered preorder on sigma, the preorder on these structures of a homeomorphic embedding of sigma is well-quasi-ordered according to kruskals theorem about these structures.","1","9"
"15","in this work, monsieur homais argues for a procedure to correct a stable boy's club foot, but the operation is botched and the boy's leg is amputated at the thigh.","1","6"
"25","for 10 points, name this developer of the ""transcendental deduction,"" whose notion of ding-an-sich was heavily criticized by arthur schopenhauer.","1","9"
"17","this quantity always increases in a closed system according to the second law of thermodynamics.","1","7"
"15","this poet wrote ""it so happens i am sick of being a man"" in the poem ""walking around.""","1","3"
"25","for 10 points, name this pragmatist and philosopher of education who wrote democracy and education.","1","7"
"15","for 10 points, name this author of ""lady lazarus,"" who used nazi imagry in the poem ""daddy"" and wrote about esther greenwood in the bell jar before her oven-assisted suicide.","1","3"
"18","this countrys capital city endured an  earthquake on all saints day.","1","3"
"18","for 10 points, name this home country of citizen genet, which fought the quasi-war against john adams' america after the xyz affair.","1","5"
"19","this religion's leaders included tegh bahadur, who was martyred, and ram das, who founded amritsar, but gobind singh was its last guru and was succeeded by the adi granth.","1","4"
"25","for 10 points, name this scottish thinker who discussed a missing shade of blue and the is/ought problem in his dialogues concerning natural religion and enquiry concerning human understanding.","1","6"
"21","this jazz musician's interest in indian music led him to name his son after ravi shankar .this man's first album fully made of his own compositions includes ""mr.","1","6"
"14","this deitys position was usurped for a decade by a crafty wizard named ollerus.","1","6"
"15","this author also wrote a novel in which buddy willard dates a girl who undergoes shock treatment after trying to kill herself.","1","3"
"19","within each half-revolution of this religion's wheel of time, six aras pass and sixty-three ""illustrious figures"" appear, including 12 chakravartin kings.","1","9"
"14","for 10 points, name this god, the all-father of norse mythology.","1","3"
"25","his most famous work attempts to prove that synthetic a priori propositions are possible.","1","4"
"19","followers must choose betweendruj and asha, and scripture in this religion includes the vendidad and gathas, both contained within the avesta.","1","3"
"18","frederick v was earlier chased out after a defeat at white mountain, and after the truce of altmark, a prominent military commander led his forces to victories at breitenfeld and lutzen.","1","6"
"21","this country is the home of an architect who stresses invisible structure and built a pavilion in finland out of paper waste products as well as a cathedral in new zealand made of cardboard.","1","7"
"21","merri franquin  commissioned george enescu's lgende  for this instrument and piano.","1","7"
"18","this countrys monarch joseph i suffered from claustrophobia and lived in a tent city following an  earthquake that devastated its capital.","1","3"
"21","a painting by an artist from this country was purchased with money ernest hemingway earned in a boxing match and shows a newspaper whose name is cut off at ""l'intr"" on the title farm.","1","5"
"17","the q cycle involves the reduction of coenzyme q10 to ubiquinol in these structures.","1","3"
"22","this man discussed the sociological situation of ""inmates"" with mental illness in his book asylums, while in another work, this sociologist discusses what he considers ""spoiled"" identity, which he argues arises solely from the reactions of other people with whom people interact.","1","7"
"17","it is bonded to lithium in a gilman reagent, and its high ductility and conductivity make it popular for electrical wiring.","1","7"
"14","this deity received the secret name of ra.","1","4"
"14","for ten points, name this one-eyed ruler of the norse gods.","1","9"
"15","in this play, varya has a mysterious relationship with lopakhin, who eventually buys the land of madame ranevskaya at an auction.","1","4"
"25","this author of  critique of judgement argued that an action was ethical only if it could be universally applied without contradicting itself.","1","3"
"25","this man's trial and conviction for corrupting the youth of athens are described in the apology by plato.","1","2"
"14","this deity cursed illa to be a man one month and a woman the next.","1","4"
"14","in one story, this god gets drunk and seduces a celibate priestess, after which he burns himself to death and his heart becomes the morning star.","1","6"
"22","gordon tullock and anne krueger found that the social cost of ""rent seeking,"" as exemplified by agents investing towards this condition, greatly exceeds a more famous quantity associated with it.","1","5"
"14","he once burned the god of love, kama, to death.","1","4"
"17","the ""simple"" type of this process heats a mixture of liquids, then condenses the resulting vapors.","1","3"
"17","this protein experiences  cooperativity as its substrate binds to each of its four subunits, resulting in a binding curve with a sigmoidal shape.","1","6"
"18","the treaty of constantinople set the arta-volos line as the northern boundary of this nation, which made large territorial gains in the treaty of bucharest.","1","4"
"15","this writer described how his voice ""tried tofind the wind to touch her hearing"" while ""the verse falls to the soul like dew to the pasture.""","1","6"
"15","in one story by this author, owen warland creates a living mechanical butterfly for his beloved annie.","1","6"
"18","the ""monstrous coalition"" forced the reformer alexander cuza to abdicate as domnitor of this country.","1","7"
"18","the carnation revolution brought democracy to this country, overthrowing the government of antonio salazar.","1","3"
"15","for 10 points, name this author of kafka on the shore and the wind-up bird chronicle.","1","5"
"20","for 10 points, name this african river whose main tributaries are the white and the blue.","1","3"
"18","for 10 points, name this country earlier ruled by the braganza family, like its former colony of brazil.","1","7"
"17","for 10 points, column, thin layer, and paper are all types of what technique for separating mixtures?","1","4"
"17","at the cellular leading edge, it forms lamellipodia, and it can also bundle together to make stress fibers.","1","5"
"16","for 10 points, name this former cleveland cavalier who televised his decision to accept a contract with the miami heat.","1","1"
"22","for 10 points, name this man who theorized the electra and oedipus complexes and wrote the interpretation of dreams.","1","6"
"14","with his brothers vili and ve, this god created ask and embla, and he later hung upside down impaled with his own  spear to learn the secrets of the runes.","1","3"
